,Urea,Creatinine,Sodium,Phosphate,Glucose,Potassium
P10.csv,12.813149564748564,4.876375856175685,0.8889414890949046,4.113929311185299,5.132806654125247,17.35447793512472
P11.csv,6.9610268118938965,2.996214656868673,-7.274559715996688,2.6730070512173514,3.4590722293858347,
P12.csv,7.775340342703954,3.8620009977627094,-2.8236923547240234,2.885522324387116,4.040081632796182,14.289983309879867
P13.csv,8.211553941701057,2.72350059403093,-4.642604511775549,1.6166886059031385,3.7257970617805327,18.234679296737987
P15.csv,10.297275853168756,4.986471162733228,-0.43568504626584686,3.6309154524215077,9.070159229728779,19.278817151350797
P17.csv,17.678511418743817,12.6331935163275,4.595562450118737,8.975416138233616,11.174492965743353,15.246631690415656
P19.csv,11.52668139164001,6.099002060860167,0.4670409287429731,4.357020458926481,18.565329384514673,
P21.csv,7.9460902729721115,3.3083469203139533,-0.299934042246695,1.8162155900352173,4.608222923277215,13.468700181716619
P23.csv,10.41608486805914,2.9237970034647915,-1.0696720774007764,4.17247926157352,-0.2463476578236128,15.637910980358471
P8.csv,6.0236368391877,2.6174129042365957,-3.792236665875949,2.175577926410912,3.212740105368126,16.429612518593544
P9.csv,9.521832320711853,6.341256297598157,2.629806304664035,5.3961088152090415,6.102817761620118,14.713672152425746
P14.csv,13.194010767771951,6.764224978925952,1.6845595718621658,5.66549611468121,,22.89730055441981
P16.csv,11.084567039979657,4.015355738516114,-4.844109014864303,2.970653670301886,4.993504148586505,19.920782322601667
P18.csv,16.43478708730828,11.398970889919912,0.060417627287899754,8.80629125328409,,11.019483678771339
P20.csv,10.218858264799408,3.623823581666618,-1.543657123392201,2.0519363657501533,3.6036760340349088,inf
P22.csv,11.309825882699528,5.656203275176446,1.9303569506289515,3.673084301073742,,18.866216767061626
